epoch,lr,train_loss,train_lung_loss,train_inf_loss,train_cls_loss,train_lung_dice,train_inf_dice,train_acc,val_loss,val_lung_loss,val_inf_loss,val_cls_loss,val_lung_dice,val_inf_dice,val_acc
19,4.109423525312738e-06,0.1102395353391312,0.03133068764542305,0.07042058778955064,0.02829419861521668,0.9751234028984037,0.85713263519346,0.9957081545064378,0.22828829847578777,0.038761885231758796,0.09249671816364274,0.3234323037999213,0.9691235127612057,0.7354662033714641,0.9195278969957081
20,3.6696851061589006e-06,0.10001432356559843,0.030913716825644602,0.062191425907061934,0.023030601722655954,0.975425407993947,0.8719835714976051,0.9983905579399142,0.22497822142757112,0.03914836404096876,0.09274489883351107,0.3102831839938035,0.96890033972569,0.7524273515651587,0.9098712446351931
21,3.250000000000002e-06,0.09810818932287438,0.030341159856114776,0.06102721230862328,0.02246605635764549,0.9758686283883107,0.8765219121367237,0.9975858369098712,0.22189509282469744,0.03868301742129091,0.09676665515875756,0.28815139312313026,0.9693963593906827,0.7323718124346946,0.924892703862661
22,2.8549663646838725e-06,0.09226811556873303,0.02981448635586853,0.057085276242338945,0.017894509048580868,0.976270674508017,0.8837050852352551,0.9989270386266095,0.23102957488397607,0.03867416952251115,0.09822779065067448,0.31375870413075274,0.9694280970809807,0.7444708234983831,0.9130901287553648
23,2.48891227138514e-06,0.09197210260442278,0.02959802330675427,0.05670340444833402,0.01890224868195859,0.976445523454396,0.8870176404513543,0.9983905579399142,0.23058034862878107,0.03865240382142047,0.09974068430691073,0.30729085504391795,0.9692386001603216,0.7350542378183924,0.9227467811158798
24,2.1558482853517274e-06,0.0866161129980934,0.02911196472802771,0.05306175140368119,0.014807988976701983,0.9768175986703374,0.8929390506686486,0.9991952789699571,0.2251917174255208,0.03883894883159898,0.0972102871586644,0.2971415935048404,0.9693708822258518,0.7429822291213947,0.9152360515021459
25,1.8594235253127373e-06,0.08518975437755773,0.028730103877960614,0.05166697317207823,0.015975590447031857,0.9771472946001225,0.8962350442156555,0.9989270386266095,0.23094874401223084,0.03874551843947325,0.1003557751112882,0.30615815576902217,0.9694880924673162,0.7341688624407063,0.9163090128755365
26,1.602885682970026e-06,0.08200798461933491,0.028470464294592455,0.049810793018905855,0.012422423862728247,0.9773311501153037,0.9005761672245527,1.0,0.23105839331556827,0.03910745522723748,0.09908526932078503,0.3095522157183219,0.9693444238768684,0.7410701084515413,0.9195278969957081
27,1.3890454406082957e-06,0.08050741330885978,0.028283596450518898,0.048143899131953674,0.01359972514835678,0.9775190038742425,0.9042095165228063,0.9997317596566524,0.23104241951038706,0.039056475767786175,0.09817982651978137,0.31268704616122395,0.9694059312853038,0.740716205672958,0.9173819742489271
28,1.2202456766718092e-06,0.07970905940938294,0.028154208772523975,0.04727289202127983,0.014273194865475493,0.9775963109706093,0.9053228863552683,0.9986587982832618,0.2297579828707893,0.03896488988787955,0.09942495768822376,0.3045604388213629,0.9693843121202583,0.7387291904480912,0.9173819742489271
29,1.0983357966978744e-06,0.07819076967087366,0.028063894513306955,0.0458868401542167,0.014133449515693544,0.9776268450487325,0.9072203504856198,0.9983905579399142,0.22490190808285737,0.03910234824427937,0.1010019499495977,0.2826586857231127,0.969390894103254,0.7336473061675728,0.924892703862661
30,1.0246514708427697e-06,0.07778127181663355,0.027927046973466107,0.045855206946739474,0.013330059094042737,0.9777582587090685,0.9090437586187577,0.9991952789699571,0.22703996594398893,0.03881547671671097,0.10112214790789137,0.2903411302289679,0.9694777528444926,0.7353912660273245,0.9216738197424893
